temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name,field_capacity,wilting_point,clay_fraction,cec_baseline,om_baseline,vpd_kpa,smd,saturation_excess,soil_temp_estimate,q10_proxy,t_max_est,t_min_est,et0_estimate,n_mineralization_index,k_depletion_proxy,n_leach_risk,general_stress,p_immobility_index
40.0,68.84,70.0,Red,Millets,10,0,38,10-26-26,0.22,0.1,0.3,12.0,1.0,2.298241195598134,-0.48,0.48,36.0,2.4801649152762875,45.0,35.0,15.974941301425806,2.4801649152762875,3.059522349683238,0.33599999999999997,-1.1031557738871043,0.1
31.08,51.34,55.35,Clayey,Oil seeds,15,1,7,28-28,0.4,0.25,0.5,30.0,2.5,2.1960716416670376,-0.15349999999999997,0.15349999999999997,27.971999999999998,0.7790239205577714,36.08,26.08,13.509604339337253,1.9475598013944284,0.9889352993253498,0.07674999999999998,-0.3370969969958902,0.1
28.77,51.58,35.29,Clayey,Pulses,33,0,0,Urea,0.4,0.25,0.5,30.0,2.5,1.9139180617118168,0.04710000000000003,0.0,25.893,0.3910673245375707,33.769999999999996,23.77,12.871159453415215,0.9776683113439267,0.8211448184354725,0.0,0.09014554070662663,0.1
40.0,64.69,54.83,Loamy,Sugarcane,8,8,25,DAP,0.25,0.12,0.2,15.0,2.0,2.6043291597102085,-0.2983,0.2983,36.0,1.942677747208555,45.0,35.0,15.974941301425806,3.88535549441711,2.7736003637308118,0.23864000000000002,-0.7768713883415552,0.1
27.43,51.19,59.36,Sandy,Tobacco,11,0,37,17-17-17,0.1,0.04,0.05,5.0,0.5,1.7846287970509807,-0.49360000000000004,0.49360000000000004,24.687,0.5726133412711306,32.43,22.43,12.500806142966944,0.2863066706355653,4.461859725818122,0.46892,-0.8808927742243641,0.1
32.79,45.26,26.63,Loamy,Wheat,38,0,0,10-26-26,0.25,0.12,0.2,15.0,2.0,2.7212340854996886,-0.01629999999999998,0.01629999999999998,29.511,0.4473711184722011,37.79,27.79,13.98221938476006,0.8947422369444022,2.5365927987162373,0.013039999999999986,-0.04435611559364487,0.1
31.04,71.72,53.87,Clayey,Paddy,12,12,7,14-35-14,0.4,0.25,0.5,30.0,2.5,1.273401197622794,-0.13869999999999993,0.13869999999999993,27.936,0.7550612182120509,36.04,26.04,13.498549016637307,1.887653045530127,0.5729689494651978,0.06934999999999997,-0.17662074611028145,0.1
25.99,51.27,38.05,Loamy,Maize,25,0,15,DAP,0.25,0.12,0.2,15.0,2.0,1.6370615774672779,-0.13049999999999995,0.13049999999999995,23.391,0.3162241119681253,30.99,20.99,12.102814525768789,0.6324482239362506,1.320870175956596,0.10439999999999997,-0.21363653585947967,0.1
38.25,61.62,25.91,Loamy,Tobacco,9,1,11,20-20,0.25,0.12,0.2,15.0,2.0,2.5771547702611572,-0.009099999999999997,0.009099999999999997,34.425000000000004,0.7659287023741652,43.25,33.25,15.491270933303053,1.5318574047483304,2.6615601855446647,0.007279999999999998,-0.02345210840937652,0.1
25.03,59.25,46.72,Red,Tobacco,7,11,15,Urea,0.22,0.1,0.3,12.0,1.0,1.2931779494449673,-0.2472,0.2472,22.527,0.35155368527185926,30.03,20.03,11.837486780970021,0.35155368527185926,1.2756647401663932,0.17304,-0.3196735891027959,0.1
22.52,59.32,31.39,Black,Sugarcane,36,0,3,17-17-17,0.45,0.28,0.55,35.0,1.5,1.1101161796158023,0.1361,0.0,20.268,0.1821616471150026,27.52,17.52,11.143765281548244,0.2732424706725039,0.3534535468825015,0.0,0.1510868120457107,0.1
26.12,56.29,67.0,Loamy,Maize,10,0,6,14-35-14,0.25,0.12,0.2,15.0,2.0,1.4797402143251759,-0.42000000000000004,0.42000000000000004,23.508000000000003,0.5643630287251086,31.12,21.12,12.138744324543625,1.1287260574502171,1.1974792085625798,0.3360000000000001,-0.621490890016574,0.1
26.09,50.71,44.3,Black,Pulses,12,4,34,28-28,0.45,0.28,0.55,35.0,1.5,1.6656890056512652,0.007000000000000062,0.0,23.481,0.37199662068252926,31.09,21.09,12.13045283251866,0.5579949310237939,0.5773017690485023,0.0,0.01165982303955896,0.1
38.53,69.75,61.48,Clayey,Paddy,13,0,36,10-26-26,0.4,0.25,0.5,30.0,2.5,2.062137821668453,-0.2148,0.2148,34.677,1.8708572208134853,43.53,33.53,15.568658192202694,4.677143052033713,1.070157296358986,0.1074,-0.4429472040943837,0.1
28.93,60.61,46.4,Sandy,Sugarcane,38,0,0,17-17-17,0.1,0.04,0.05,5.0,0.5,1.571464878916255,-0.364,0.364,26.037,0.5227689311681633,33.93,23.93,12.915380744215016,0.2613844655840816,4.059213447473037,0.3458,-0.5720132159255168,0.1
29.51,57.86,47.6,Black,Barley,17,4,11,20-20,0.45,0.28,0.55,35.0,1.5,1.7383844503339922,-0.026000000000000023,0.026000000000000023,26.559,0.569468149521198,34.510000000000005,24.51,13.075682923364274,0.8542022242817969,0.6494446820421192,0.011700000000000009,-0.04519799570868384,0.1
33.95,69.5,26.36,Red,Cotton,15,2,38,20-20,0.22,0.1,0.3,12.0,1.0,1.6178632155678034,-0.0436,0.0436,30.555000000000003,0.4993253077226663,38.95,28.950000000000003,14.302823743058571,0.4993253077226663,1.9283343677203555,0.03052,-0.07053883619875623,0.1
30.99,47.42,57.98,Clayey,Sugarcane,5,3,10,28-28,0.4,0.25,0.5,30.0,2.5,2.360860511601518,-0.17979999999999996,0.17979999999999996,27.891,0.8084737544708135,35.989999999999995,25.99,13.484729863262366,2.0211843861770338,1.061185541459662,0.08989999999999998,-0.4244827199859529,0.1
32.26,54.9,62.24,Sandy,Maize,7,0,36,Urea,0.1,0.04,0.05,5.0,0.5,2.176111743316109,-0.5224000000000001,0.5224000000000001,29.034,0.9897901716776589,37.26,27.259999999999998,13.835736358985741,0.49489508583882946,6.021621673642907,0.49628000000000005,-1.1368007747083355,0.1
31.83,67.7,37.31,Red,Barley,3,17,17,14-35-14,0.22,0.1,0.3,12.0,1.0,1.5211002342519513,-0.15310000000000004,0.15310000000000004,28.647,0.5675060898022815,36.83,26.83,13.716891639961291,0.5675060898022815,1.7387305905628125,0.10717000000000003,-0.2328804458639738,0.1
31.94,61.1,52.49,Loamy,Pulses,14,0,36,Urea,0.25,0.12,0.2,15.0,2.0,1.8433456906596701,-0.27490000000000003,0.27490000000000003,28.746000000000002,0.8075441820865249,36.94,26.94,13.747293777386147,1.6150883641730498,1.6894009828518168,0.21992000000000003,-0.5067357303623434,0.1
26.53,58.97,45.49,Black,Sugarcane,20,1,25,10-26-26,0.45,0.28,0.55,35.0,1.5,1.4230039018611733,-0.0049000000000000155,0.0049000000000000155,23.877000000000002,0.3997872835676017,31.53,21.53,12.252061382218097,0.5996809253514025,0.49813517579254146,0.002205000000000007,-0.006972719119119771,0.1
28.16,49.51,36.1,Sandy,Ground Nuts,32,3,1,10-26-26,0.1,0.04,0.05,5.0,0.5,1.926338813296304,-0.261,0.261,25.344,0.37556740346567,33.16,23.16,12.702565782240999,0.187783701732835,4.893889098956073,0.24795,-0.5027744302703353,0.1
38.8,63.61,68.24,Black,Sugarcane,12,0,37,Urea,0.45,0.28,0.55,35.0,1.5,2.5170067323836305,-0.23239999999999988,0.23239999999999988,34.92,2.135414380757222,43.8,33.8,15.643281620427347,3.203121571135833,1.1249784330053925,0.10457999999999994,-0.5849523646059555,0.1
21.85,44.0,49.66,Clayey,Cotton,11,10,17,14-35-14,0.4,0.25,0.5,30.0,2.5,1.46711864488685,-0.09659999999999996,0.09659999999999996,19.665000000000003,0.26887857215882344,26.85,16.85,10.958588626324106,0.6721964303970586,0.5359183231775024,0.04829999999999998,-0.14172366109606965,0.1
35.0,65.39,37.65,Loamy,Sugarcane,18,2,44,DAP,0.25,0.12,0.2,15.0,2.0,1.9460099766435075,-0.1265,0.1265,31.5,0.7950603686975117,40.0,30.0,14.593025963932224,1.5901207373950235,1.8932116076819898,0.10120000000000001,-0.2461702620454037,0.1
31.91,54.59,63.99,Loamy,Pulses,13,10,10,14-35-14,0.25,0.12,0.2,15.0,2.0,2.1481867440668645,-0.3899,0.3899,28.719,0.9814164783248441,36.91,26.91,13.739002285361185,1.9628329566496883,1.9675961724078168,0.31192000000000003,-0.8375780115116706,0.1
26.67,55.69,30.74,Loamy,Cotton,23,4,22,10-26-26,0.25,0.12,0.2,15.0,2.0,1.5494736199468213,-0.05740000000000001,0.05740000000000001,24.003000000000004,0.2741005009992745,31.67,21.67,12.290755011667915,0.548201001998549,1.2696133773205747,0.04592000000000001,-0.08893978578494756,0.1
26.68,54.5,38.68,Loamy,Tobacco,9,0,13,17-17-17,0.25,0.12,0.2,15.0,2.0,1.5920226774894501,-0.13679999999999998,0.13679999999999998,24.012,0.3452565498999118,31.68,21.68,12.293518842342905,0.6905130997998236,1.304770718876917,0.10943999999999998,-0.21778870228055675,0.1
29.19,60.94,42.0,Red,Oil seeds,27,3,15,20-20,0.22,0.1,0.3,12.0,1.0,1.581879410720561,-0.19999999999999998,0.19999999999999998,26.271,0.4861025992935102,34.19,24.19,12.987240341764677,0.4861025992935102,1.7120206748930835,0.13999999999999999,-0.31637588214411216,0.1
22.27,59.9,51.79,Clayey,Ground Nuts,12,2,11,20-20,0.4,0.25,0.5,30.0,2.5,1.077790224988032,-0.1179,0.1179,20.043,0.29286951643611303,27.27,17.27,11.074669514673564,0.7321737910902826,0.39787235159627066,0.05895,-0.12707146752608897,0.1
37.63,71.29,50.14,Red,Cotton,20,4,22,10-26-26,0.22,0.1,0.3,12.0,1.0,1.864243402200481,-0.2814,0.2814,33.867000000000004,1.390069723591883,42.63,32.63,15.319913431453852,1.390069723591883,2.3800039614058646,0.19698,-0.5245980933792154,0.1
33.13,70.61,42.85,Loamy,Wheat,18,11,10,DAP,0.25,0.12,0.2,15.0,2.0,1.4891746886006394,-0.1785,0.1785,29.817000000000004,0.7456421087003339,38.13,28.130000000000003,14.076189627709626,1.4912842174006677,1.3974603537018688,0.1428,-0.2658176819152141,0.1
28.6,56.17,57.59,Clayey,Ground Nuts,35,0,4,Urea,0.4,0.25,0.5,30.0,2.5,1.7155102756113756,-0.17590000000000006,0.17590000000000006,25.740000000000002,0.6270548610625446,33.6,23.6,12.82417433194044,1.5676371526563615,0.7333334280891824,0.08795000000000003,-0.30175825748004104,0.1
34.35,60.57,46.46,Sandy,Pulses,23,0,24,28-28,0.1,0.04,0.05,5.0,0.5,2.1386044644688065,-0.36460000000000004,0.36460000000000004,30.915000000000003,0.9172699569179182,39.35,29.35,14.41337697005806,0.4586349784589591,6.16490246724761,0.34637,-0.7797351877453269,0.1
23.82,53.92,33.92,Clayey,Pulses,46,0,3,Urea,0.4,0.25,0.5,30.0,2.5,1.3602036482647,0.06080000000000002,0.0,21.438000000000002,0.22519347101792409,28.82,18.82,11.503063269296577,0.5629836775448103,0.5215502875038956,0.0,0.08270038181449378,0.1
27.76,52.38,36.17,Loamy,Oil seeds,22,3,20,17-17-17,0.25,0.12,0.2,15.0,2.0,1.775001723139515,-0.11170000000000002,0.11170000000000002,24.984,0.3610350839103975,32.760000000000005,22.76,12.59201255524152,0.722070167820795,1.4900562655565404,0.08936000000000002,-0.19826769247468387,0.1
24.68,43.45,57.28,Loamy,Paddy,5,0,18,20-20,0.25,0.12,0.2,15.0,2.0,1.7575154539248619,-0.3228,0.3228,22.212,0.4156803666981768,29.68,19.68,11.740752707345473,0.8313607333963536,1.3756369549246554,0.25823999999999997,-0.5673259885269454,0.1
24.1,45.69,20.64,Red,Oil seeds,35,0,1,DAP,0.22,0.1,0.3,12.0,1.0,1.6303180650327702,0.013600000000000001,0.0,21.69,0.14105727782603605,29.1,19.1,11.580450528196216,0.14105727782603605,1.5733181414447146,0.0,0.022172325684445677,0.1
30.87,65.28,46.28,Clayey,Oil seeds,6,12,12,Urea,0.4,0.25,0.5,30.0,2.5,1.5483207574551923,-0.06279999999999997,0.06279999999999997,27.783,0.6373634100428122,35.870000000000005,25.87,13.451563895162527,1.5934085251070305,0.6942445199704986,0.031399999999999983,-0.09723454356818602,0.1
33.69,71.85,50.83,Sandy,Millets,31,0,0,28-28,0.1,0.04,0.05,5.0,0.5,1.47171914831904,-0.4083,0.4083,30.320999999999998,0.9372844622258878,38.69,28.689999999999998,14.230964145508905,0.4686422311129439,4.188796486397432,0.387885,-0.600902928258664,0.1
33.65,65.32,70.0,Clayey,Millets,17,2,37,14-35-14,0.4,0.25,0.5,30.0,2.5,1.8090727483464217,-0.29999999999999993,0.29999999999999993,30.285,1.2854386938297138,38.65,28.65,14.219908822808959,3.2135967345742844,0.8574949845104844,0.14999999999999997,-0.5427218245039264,0.1
30.33,44.11,26.82,Black,Ground Nuts,14,0,13,DAP,0.45,0.28,0.55,35.0,1.5,2.416707090543197,0.18180000000000002,0.0,27.297,0.3492849172144998,35.33,25.33,13.302317038713218,0.5239273758217496,0.9185086830889091,0.0,0.4393573490607533,0.1
29.74,63.49,44.31,Sandy,Wheat,21,4,26,28-28,0.1,0.04,0.05,5.0,0.5,1.5261899064681215,-0.34310000000000007,0.34310000000000007,26.766,0.542878467543954,34.739999999999995,24.74,13.139251028888971,0.271439233771977,4.010598459768246,0.32594500000000004,-0.5236357569092126,0.1
26.3,54.13,34.21,Sandy,Pulses,15,0,37,17-17-17,0.1,0.04,0.05,5.0,0.5,1.569448778146565,-0.2421,0.2421,23.67,0.2935808565075333,31.3,21.3,12.188493276693393,0.14679042825376665,3.825843176110814,0.229995,-0.3799635491892834,0.1
24.96,44.47,66.11,Sandy,Sugarcane,8,0,9,17-17-17,0.1,0.04,0.05,5.0,0.5,1.7548801422060323,-0.5611,0.5611,22.464000000000002,0.4938664390513397,29.96,19.96,11.818139966245113,0.24693321952566985,4.1478838289150035,0.533045,-0.9846632477918048,0.1
33.57,60.78,51.96,Red,Paddy,16,0,37,10-26-26,0.22,0.1,0.3,12.0,1.0,2.036781660383077,-0.2996000000000001,0.2996000000000001,30.213,0.9462949290589874,38.57,28.57,14.19779817740906,0.9462949290589874,2.4098179121305874,0.20972000000000005,-0.61021978545077,0.1
33.5,56.07,54.11,Clayey,Oil seeds,14,0,14,10-26-26,0.4,0.25,0.5,30.0,2.5,2.2724775438533182,-0.1411,0.1411,30.150000000000002,0.9783369150716428,38.5,28.5,14.17845136268415,2.445842287679107,1.0740070776105402,0.07055,-0.3206465814377032,0.1
30.24,61.77,37.68,Loamy,Tobacco,14,0,16,20-20,0.25,0.12,0.2,15.0,2.0,1.6445877975528962,-0.12680000000000002,0.12680000000000002,27.215999999999998,0.4861681456183217,35.239999999999995,25.24,13.277442562638328,0.9723362912366434,1.4557280014149634,0.10144000000000003,-0.20853373272970727,0.1
37.62,69.05,44.74,Red,Pulses,5,9,31,DAP,0.22,0.1,0.3,12.0,1.0,2.008605280059683,-0.22740000000000002,0.22740000000000002,33.858,1.2390782669138463,42.62,32.62,15.317149600778862,1.2390782669138463,2.5638422969657073,0.15918000000000002,-0.456756840685572,0.1
25.79,60.67,43.34,Clayey,Paddy,36,0,0,DAP,0.4,0.25,0.5,30.0,2.5,1.305730965911906,-0.033399999999999985,0.033399999999999985,23.211,0.3528087371894704,30.79,20.79,12.04753791226905,0.882021842973676,0.5243614438349125,0.016699999999999993,-0.04361141426145764,0.1
30.35,60.18,63.97,Sandy,Millets,35,4,1,DAP,0.1,0.04,0.05,5.0,0.5,1.7238048588560235,-0.5397,0.5397,27.315,0.834826831949247,35.35,25.35,13.307844700063196,0.4174134159746235,4.588025470974064,0.5127149999999999,-0.9303374823245958,0.1
31.38,51.49,61.27,Red,Paddy,6,3,38,14-35-14,0.22,0.1,0.3,12.0,1.0,2.2269497610733193,-0.39270000000000005,0.39270000000000005,28.242,0.8895408402181109,36.379999999999995,26.38,13.592519259586865,0.8895408402181109,2.5224881264601215,0.27489,-0.8745231711734927,0.1
29.28,71.07,35.67,Black,Sugarcane,12,3,41,Urea,0.45,0.28,0.55,35.0,1.5,1.1777262910362811,0.0933,0.0,26.352,0.4167035644405587,34.28,24.28,13.012114817839565,0.6250553466608381,0.4378488492272121,0.0,0.10988186295368502,0.1
31.0,57.54,48.96,Red,Barley,5,10,26,DAP,0.22,0.1,0.3,12.0,1.0,1.9075546698249504,-0.26960000000000006,0.26960000000000006,27.900000000000002,0.6834057347867284,36.0,26.0,13.487493693937358,0.6834057347867284,2.1440109650087313,0.18872000000000003,-0.5142767389848067,0.1
33.3,68.18,47.51,Clayey,Ground Nuts,14,18,8,14-35-14,0.4,0.25,0.5,30.0,2.5,1.6277245105918206,-0.07509999999999994,0.07509999999999994,29.97,0.8414068465303284,38.3,28.299999999999997,14.123174749184404,2.103517116325821,0.7662879235539647,0.03754999999999997,-0.12224211074544564,0.1
22.85,55.1,29.09,Red,Oil seeds,13,1,43,14-35-14,0.22,0.1,0.3,12.0,1.0,1.250038162330158,-0.07089999999999999,0.07089999999999999,20.565,0.17467979682697962,27.85,17.85,11.234971693822821,0.17467979682697962,1.1703452808314685,0.049629999999999994,-0.0886277057092082,0.1
33.98,62.99,50.43,Sandy,Barley,10,0,9,20-20,0.1,0.04,0.05,5.0,0.5,1.9664670087300755,-0.4043,0.4043,30.581999999999997,0.9582429327617568,38.98,28.979999999999997,14.311115235083534,0.4791214663808784,5.628467193585227,0.38408499999999995,-0.7950426116295695,0.1
28.82,62.48,20.0,Black,Millets,14,0,10,14-35-14,0.45,0.28,0.55,35.0,1.5,1.4873671978053458,0.25,0.0,25.938000000000002,0.22278058571857265,33.82,23.82,12.884978606790158,0.334170878577859,0.5475627006903802,0.0,0.37184179945133644,0.1
29.99,66.83,47.07,Loamy,Paddy,9,0,37,Urea,0.25,0.12,0.2,15.0,2.0,1.4066176140514677,-0.2207,0.2207,26.991,0.5918101840430018,34.989999999999995,24.99,13.208346795763648,1.1836203680860036,1.2386062170280938,0.17656000000000002,-0.3104405074211589,0.1
34.18,67.07,58.67,Loamy,Tobacco,19,3,39,17-17-17,0.25,0.12,0.2,15.0,2.0,1.7692641029534655,-0.3367,0.3367,30.762,1.1381320170743467,39.18,29.18,14.366391848583277,2.2762640341486935,1.6945294257774446,0.26936,-0.5957112234644318,0.1
40.0,67.75,56.43,Loamy,Barley,38,4,0,14-35-14,0.25,0.12,0.2,15.0,2.0,2.3786353837625107,-0.3143,0.3143,36.0,1.9993672309862989,45.0,35.0,15.974941301425806,3.9987344619725977,2.533237375540037,0.25144000000000005,-0.7476051011165572,0.1
32.67,56.77,40.22,Clayey,Maize,38,0,0,17-17-17,0.4,0.25,0.5,30.0,2.5,2.1346037204250745,-0.0021999999999999797,0.0021999999999999797,29.403000000000002,0.6673365406327922,37.67,27.67,13.949053416660215,1.6683413515819807,0.9925233773203663,0.0010999999999999899,-0.004696128184935121,0.1
22.13,50.96,59.06,Clayey,Cotton,8,0,10,Urea,0.4,0.25,0.5,30.0,2.5,1.3068932286297843,-0.1906,0.1906,19.916999999999998,0.3291764632083182,27.13,17.13,11.035975885223746,0.8229411580207956,0.4807614051906834,0.0953,-0.24909384937683687,0.1
24.84,53.53,34.79,Sandy,Millets,19,14,6,17-17-17,0.1,0.04,0.05,5.0,0.5,1.4580950086106816,-0.24789999999999998,0.24789999999999998,22.356,0.2566863937924884,29.84,19.84,11.784973998145267,0.1283431968962442,3.4367223526604564,0.23550499999999996,-0.36146175263458796,0.1
30.24,58.88,49.24,Loamy,Tobacco,20,0,23,14-35-14,0.25,0.12,0.2,15.0,2.0,1.7689105476164033,-0.2424,0.2424,27.215999999999998,0.6353216425224565,35.239999999999995,25.24,13.277442562638328,1.270643285044913,1.5657738796281269,0.19392,-0.42878391674221616,0.1
25.81,58.56,40.21,Black,Wheat,20,1,19,Urea,0.45,0.28,0.55,35.0,1.5,1.3774116131808252,0.0479,0.0,23.229,0.3280072834911263,30.81,20.81,12.053065573619023,0.49201092523668943,0.47434378558665274,0.0,0.06597801627136152,0.1
34.23,69.79,65.57,Clayey,Paddy,12,0,40,17-17-17,0.4,0.25,0.5,30.0,2.5,1.6276419967119153,-0.2556999999999999,0.2556999999999999,30.807,1.278583837238938,39.23,29.229999999999997,14.380211001958212,3.196459593097345,0.7801945116121973,0.12784999999999996,-0.41618805855923663,0.1
28.67,57.67,21.0,Clayey,Millets,40,0,1,20-20,0.4,0.25,0.5,30.0,2.5,1.6635343727681415,0.19000000000000003,0.0,25.803,0.23031605797186358,33.67,23.67,12.84352114666535,0.575790144929659,0.7121879631617434,0.0,0.31607153082594697,0.1
30.8,55.01,25.0,Black,Oil seeds,35,0,0,17-17-17,0.45,0.28,0.55,35.0,1.5,1.9983168254584536,0.2,0.0,27.720000000000002,0.3418120135175019,35.8,25.8,13.432217080437612,0.5127180202762529,0.7669092970013973,0.0,0.39966336509169076,0.1
31.14,57.5,63.08,Loamy,Cotton,35,0,0,DAP,0.25,0.12,0.2,15.0,2.0,1.9246226943470393,-0.3808,0.3808,28.026,0.8933503695876432,36.14,26.14,13.526187323387179,1.7867007391752865,1.7355204727053466,0.30464,-0.7328963220073526,0.1
33.11,67.57,32.21,Loamy,Wheat,4,12,30,DAP,0.25,0.12,0.2,15.0,2.0,1.6413690318586514,-0.0721,0.0721,29.799,0.5593341488296848,38.11,28.11,14.07066196635965,1.1186682976593696,1.5396765872889389,0.05768,-0.11834270719700876,0.1
31.43,63.1,43.59,Black,Pulses,7,6,29,14-35-14,0.45,0.28,0.55,35.0,1.5,1.6987834766819532,0.014100000000000001,0.0,28.287,0.6361394874890454,36.43,26.43,13.606338412961808,0.954209231233568,0.6604063678309277,0.0,0.023952847021215543,0.1
29.73,59.06,69.92,Sandy,Millets,5,14,31,DAP,0.1,0.04,0.05,5.0,0.5,1.710389359766359,-0.5992000000000001,0.5992000000000001,26.757,0.8557615928647536,34.730000000000004,24.73,13.136487198213992,0.4278807964323768,4.49370158570644,0.5692400000000001,-1.0248653043720024,0.1
21.23,46.1,36.59,Black,Ground Nuts,8,10,15,14-35-14,0.45,0.28,0.55,35.0,1.5,1.359551249156734,0.08409999999999995,0.0,19.107,0.18579893084399574,26.23,16.23,10.7872311244749,0.2786983962659936,0.4190226728634929,0.0,0.11433826005408128,0.1
28.01,50.89,20.0,Loamy,Millets,10,0,39,20-20,0.25,0.12,0.2,15.0,2.0,1.8574049353873487,0.04999999999999999,0.0,25.209000000000003,0.20486523373582666,33.010000000000005,23.01,12.661108322116199,0.4097304674716533,1.5677870056648306,0.0,0.09287024676936742,0.1
23.56,57.65,42.16,Red,Cotton,30,0,0,DAP,0.22,0.1,0.3,12.0,1.0,1.2306973840920357,-0.20159999999999997,0.20159999999999997,21.204,0.2724668614163965,28.56,18.56,11.431203671746907,0.2724668614163965,1.1723627046535159,0.14111999999999997,-0.24810859263295434,0.1
32.72,58.96,60.48,Black,Pulses,37,1,3,20-20,0.45,0.28,0.55,35.0,1.5,2.032170516096445,-0.1548,0.1548,29.448,1.008700174307948,37.72,27.72,13.96287257003515,1.5130502614619221,0.8107125130524921,0.06965999999999999,-0.3145799958917297,0.1
31.16,48.63,20.19,Sandy,Oil seeds,37,0,1,28-28,0.1,0.04,0.05,5.0,0.5,2.328950092261569,-0.10190000000000002,0.10190000000000002,28.044,0.2865269291609902,36.16,26.16,13.531714984737148,0.1432634645804951,6.302937772432167,0.09680500000000002,-0.23732001440145392,0.1
29.76,64.65,52.47,Red,Oil seeds,28,0,17,10-26-26,0.22,0.1,0.3,12.0,1.0,1.4793989242119165,-0.30469999999999997,0.30469999999999997,26.784000000000002,0.6441854630151277,34.760000000000005,24.76,13.144778690238951,0.6441854630151277,1.620530954445269,0.21328999999999998,-0.45077285220737096,0.1
36.17,68.75,32.62,Black,Cotton,38,0,0,14-35-14,0.45,0.28,0.55,35.0,1.5,1.8739487879705115,0.12380000000000002,0.0,32.553000000000004,0.7775171410577618,41.17,31.17,14.916394152905722,1.1662757115866427,0.7986445355350886,0.0,0.23199485995074937,0.1
26.1,47.54,20.66,Loamy,Cotton,11,2,11,20-20,0.25,0.12,0.2,15.0,2.0,1.7738624064944633,0.043399999999999994,0.0,23.490000000000002,0.17366611155946932,31.1,21.1,12.13321666319365,0.34733222311893863,1.4348437939127607,0.0,0.07698562844185969,0.1
33.77,48.38,32.49,Loamy,Cotton,6,11,20,14-35-14,0.25,0.12,0.2,15.0,2.0,2.710833725832853,-0.07490000000000002,0.07490000000000002,30.393000000000004,0.6040835055950767,38.77,28.770000000000003,14.253074790908805,1.2081670111901535,2.575847722667575,0.05992000000000002,-0.20304144606488075,0.1
25.64,55.98,37.32,Red,Maize,27,0,19,14-35-14,0.22,0.1,0.3,12.0,1.0,1.448506772520377,-0.15319999999999998,0.15319999999999998,23.076,0.29912288302348505,30.64,20.64,12.006080452144237,0.29912288302348505,1.4492407371962863,0.10723999999999997,-0.22191123755012174,0.1
21.73,48.03,43.37,Sandy,Maize,4,14,15,20-20,0.1,0.04,0.05,5.0,0.5,1.3516002451791345,-0.3337,0.3337,19.557000000000002,0.23192361014767748,26.73,16.73,10.925422658224258,0.11596180507383874,2.953360788708316,0.317015,-0.45102900181627714,0.1
28.89,46.84,27.93,Loamy,Wheat,26,0,16,14-35-14,0.25,0.12,0.2,15.0,2.0,2.115919242700713,-0.029299999999999993,0.029299999999999993,26.001,0.3133752871997557,33.89,23.89,12.904325421515066,0.6267505743995114,1.8203006982303813,0.023439999999999996,-0.06199643381113088,0.1
33.59,51.12,39.54,Black,Wheat,18,4,43,17-17-17,0.45,0.28,0.55,35.0,1.5,2.541284018070679,0.05460000000000004,0.0,30.231000000000005,0.7215941853620425,38.59,28.590000000000003,14.203325838759033,1.0823912780430636,1.0312767130711042,0.0,0.13875410738665916,0.1
26.21,66.15,51.0,Red,Wheat,10,10,11,20-20,0.22,0.1,0.3,12.0,1.0,1.1520491266881003,-0.29000000000000004,0.29000000000000004,23.589000000000002,0.43361009241454973,31.21,21.21,12.163618800618508,0.43361009241454973,1.167757201384959,0.203,-0.33409424673954913,0.1
39.86,71.81,57.26,Red,Oil seeds,36,0,0,20-20,0.22,0.1,0.3,12.0,1.0,2.0637218616000084,-0.3526,0.3526,35.874,1.999589908293415,44.86,34.86,15.936247671975984,1.999589908293415,2.74066522604409,0.24682,-0.727668328400163,0.1
26.38,63.29,52.18,Clayey,Ground Nuts,21,4,20,14-35-14,0.4,0.25,0.5,30.0,2.5,1.2619766461916364,-0.12180000000000002,0.12180000000000002,23.742,0.45151760877365055,31.38,21.38,12.210603922093288,1.1287940219341264,0.5136498995192577,0.06090000000000001,-0.15370875550614133,0.1
25.54,62.93,36.09,Loamy,Paddy,40,3,0,14-35-14,0.25,0.12,0.2,15.0,2.0,1.212600623333334,-0.11090000000000005,0.11090000000000005,22.986,0.28628588562756546,30.54,20.54,11.97844214539437,0.5725717712551309,0.9683377608044993,0.08872000000000005,-0.1344774091276668,0.1
27.38,60.32,50.76,Sandy,Pulses,5,13,26,14-35-14,0.1,0.04,0.05,5.0,0.5,1.4465741646199781,-0.40759999999999996,0.40759999999999996,24.642,0.4871264478259962,32.379999999999995,22.38,12.486986989592,0.2435632239129981,3.612670554617917,0.38721999999999995,-0.5896236294991031,0.1
23.59,52.26,42.23,Sandy,Sugarcane,20,1,25,20-20,0.1,0.04,0.05,5.0,0.5,1.3898401250489392,-0.3222999999999999,0.3222999999999999,21.231,0.2737679807120024,28.59,18.59,11.439495163771872,0.1368839903560012,3.1798138777826868,0.30618499999999993,-0.447945472303273,0.1
33.97,49.49,35.62,Clayey,Maize,12,0,13,14-35-14,0.4,0.25,0.5,30.0,2.5,2.682273711801605,0.04380000000000006,0.0,30.573,0.6761313560538024,38.97,28.97,14.308351404408546,1.6903283901345059,1.279297161042154,0.0,0.11748358857691046,0.1
